Tên sản phẩm,Tên cửa hàng,Giá,Thương hiệu,Lượt đánh giá,Điểm đánh giá trung bình,Số lượng đã bán,Category,Currency,Cluster
Tất | Argyle,UNIQLO,97000.0,UNIQLO,11.0,5.0,0.0,Tất,VND,0
SUPIMA COTTON Tất | Vải Pique,UNIQLO,97000.0,UNIQLO,87.0,4.86,0.0,Tất,VND,0
Tất Nhiều Màu,UNIQLO,77000.0,UNIQLO,313.0,4.89,0.0,Tất,VND,0
HEATTECH Tất Giữ Nhiệt | Fair Isle,UNIQLO,146000.0,UNIQLO,8.0,4.75,0.0,Tất,VND,0
Túi Vải Tái Chế (Cotton),UNIQLO,57000.0,UNIQLO,142.0,4.94,0.0,Túi,VND,0
Túi Quà Tặng,UNIQLO,77000.0,UNIQLO,234.0,4.92,0.0,Túi,VND,0
Thắt Lưng Da Ý,UNIQLO,686000.0,UNIQLO,4.0,4.75,0.0,Thắt Lưng,VND,0
Thắt Lưng Da Ý,UNIQLO,686000.0,UNIQLO,15.0,4.53,0.0,Thắt Lưng,VND,0
Thắt Lưng Da Ý,UNIQLO,686000.0,UNIQLO,25.0,4.88,0.0,Thắt Lưng,VND,0
Thắt Lưng Da Ý,UNIQLO,686000.0,UNIQLO,21.0,4.81,0.0,Thắt Lưng,VND,0
Thắt Lưng Da Mắt Lưới Bản Rộng,UNIQLO,686000.0,UNIQLO,57.0,4.74,0.0,Thắt Lưng,VND,0
Áo Khoác Nỉ Stadium,UNIQLO,784000.0,UNIQLO,28.0,5.0,0.0,Áo,VND,0
Áo Hoodie Vải Nỉ Dry Siêu Co Giãn Kéo Khóa,UNIQLO,489000.0,UNIQLO,128.0,4.95,0.0,Áo,VND,0
PUFFTECH Áo Khoác Kiểu Sơ Mi Chần Bông,UNIQLO,784000.0,UNIQLO,5.0,4.8,0.0,Áo,VND,0
PUFFTECH Áo Gile Chần Bông Có Thể Giặt Máy,UNIQLO,588000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
PUFFTECH Áo Khoác Chần Bông Có Thể Giặt Máy | Có Mũ,UNIQLO,980000.0,UNIQLO,14.0,4.93,0.0,Áo,VND,0
PUFFTECH Áo Khoác Chần Bông Có Thể Giặt Máy | Có Mũ,UNIQLO,980000.0,UNIQLO,106.0,4.89,0.0,Áo,VND,0
Áo Khoác Chống UV Bỏ Túi | Có Mũ | Line,UNIQLO,588000.0,UNIQLO,5.0,5.0,0.0,Áo,VND,0
Áo Khoác Đa Năng,UNIQLO,784000.0,UNIQLO,26.0,4.96,0.0,Áo,VND,0
Hybrid Down Áo Parka,UNIQLO,1471000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Khoác Chống UV Bỏ Túi | Có Mũ | 2 Màu,UNIQLO,588000.0,UNIQLO,7.0,5.0,0.0,Áo,VND,0
AIRism Áo Khoác Chống UV Vải Mắt Lưới,UNIQLO,489000.0,UNIQLO,35.0,4.97,0.0,Áo,VND,0
AIRism Áo Khoác Chống UV Vải Mắt Lưới,UNIQLO,489000.0,UNIQLO,72.0,4.94,0.0,Áo,VND,0
Áo Parka Chống UV Bỏ Túi | Chống Nắng,UNIQLO,588000.0,UNIQLO,46.0,4.87,0.0,Áo,VND,0
Áo Khoác Giả Lông Cừu Kéo Khóa | 2 Màu,UNIQLO,489000.0,UNIQLO,3.0,4.67,0.0,Áo,VND,0
Áo Khoác Giả Lông Cừu Kéo Khóa,UNIQLO,489000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Khoác Giả Lông Cừu Loại Dày Kéo Khóa,UNIQLO,489000.0,UNIQLO,198.0,4.89,0.0,Áo,VND,0
Áo Nỉ Siêu Co Giãn | Họa Tiết,UNIQLO,391000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Nỉ Siêu Co Giãn | Họa Tiết,UNIQLO,391000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Hoodie Nỉ Dry Kéo Khóa,UNIQLO,489000.0,UNIQLO,17.0,5.0,0.0,Áo,VND,0
Áo Hoodie Nỉ Dry Kéo Khóa,UNIQLO,489000.0,UNIQLO,22.0,5.0,0.0,Áo,VND,0
Sanrio Áo Nỉ Half-Zip,UNIQLO,489000.0,UNIQLO,10.0,4.9,0.0,Áo,VND,0
Sanrio Áo Nỉ Half-Zip,UNIQLO,489000.0,UNIQLO,13.0,4.77,0.0,Áo,VND,0
Sanrio Áo Nỉ Half-Zip,UNIQLO,489000.0,UNIQLO,13.0,4.92,0.0,Áo,VND,0
Áo Len Vải Sợi Souffle | Kẻ Sọc,UNIQLO,489000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Áo Len Sợi Souffle,UNIQLO,489000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Len Cardigan Sợi Souffle,UNIQLO,489000.0,UNIQLO,51.0,4.92,0.0,Áo,VND,0
Áo Thun Vải Dạ Mềm,UNIQLO,293000.0,UNIQLO,30.0,5.0,0.0,Áo,VND,0
Áo Thun Vải Gân Viền Nhún,UNIQLO,244000.0,UNIQLO,23.0,4.96,0.0,Áo,VND,0
Áo Thun Vải Dạ Mềm Cổ Tròn | Kẻ Sọc,UNIQLO,293000.0,UNIQLO,58.0,4.97,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Ringer,UNIQLO,244000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Ringer,UNIQLO,244000.0,UNIQLO,9.0,5.0,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Raglan,UNIQLO,244000.0,UNIQLO,13.0,5.0,0.0,Áo,VND,0
AIRism Cotton Áo Thun Xếp Nếp,UNIQLO,244000.0,UNIQLO,32.0,4.81,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết,UNIQLO,244000.0,UNIQLO,16.0,5.0,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Raglan,UNIQLO,244000.0,UNIQLO,103.0,4.88,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Raglan,UNIQLO,244000.0,UNIQLO,23.0,5.0,0.0,Áo,VND,0
AIRism Cotton Áo Thun In Họa Tiết | Raglan,UNIQLO,244000.0,UNIQLO,55.0,4.85,0.0,Áo,VND,0
AIRism Cotton Áo Thun Cổ Tròn | Kẻ Sọc,UNIQLO,244000.0,UNIQLO,107.0,4.95,0.0,Áo,VND,0
AIRism Cotton Áo Thun Cổ Tròn | Kẻ Sọc,UNIQLO,244000.0,UNIQLO,127.0,4.94,0.0,Áo,VND,0
AIRism Cotton Áo Thun Cổ Tròn,UNIQLO,244000.0,UNIQLO,452.0,4.92,0.0,Áo,VND,0
Áo Polo Vải Dry Pique | Kẻ Sọc,UNIQLO,391000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
Áo Polo Vải Dry Vải Pique | Thêu Họa Tiết,UNIQLO,391000.0,UNIQLO,48.0,4.79,0.0,Áo,VND,0
Áo Polo Vải Dry Vải Pique | Họa Tiết,UNIQLO,391000.0,UNIQLO,14.0,4.86,0.0,Áo,VND,0
Áo Polo Vải Dry Vải Pique | Kẻ Sọc,UNIQLO,391000.0,UNIQLO,42.0,4.83,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,244000.0,UNIQLO,43.0,4.95,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,244000.0,UNIQLO,38.0,4.95,0.0,Áo,VND,0
KAWS + Warhol Áo Nỉ,UNIQLO,391000.0,UNIQLO,7.0,5.0,0.0,Áo,VND,0
KAWS + Warhol Áo Nỉ,UNIQLO,391000.0,UNIQLO,16.0,5.0,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,244000.0,UNIQLO,43.0,4.93,0.0,Áo,VND,0
UT Sanrio Characters Áo Thun | Dáng Lửng,UNIQLO,244000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
UT Sanrio Characters Áo Thun | Dáng Lửng,UNIQLO,244000.0,UNIQLO,17.0,4.94,0.0,Áo,VND,0
UT MAGIC FOR ALL x Yu Nagaba Áo Thun,UNIQLO,244000.0,UNIQLO,13.0,5.0,0.0,Áo,VND,0
UT MAGIC FOR ALL x Yu Nagaba Áo Thun,UNIQLO,244000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
UT Sanrio Characters Cropped Áo Thun,UNIQLO,244000.0,UNIQLO,8.0,5.0,0.0,Áo,VND,0
UT MAGIC FOR ALL x Yu Nagaba Áo Thun,UNIQLO,244000.0,UNIQLO,15.0,5.0,0.0,Áo,VND,0
UT NY POP ART Áo Thun | Basquiat,UNIQLO,249000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
KAWS + Warhol Quần Nỉ,UNIQLO,391000.0,UNIQLO,7.0,5.0,0.0,Quần,VND,0
KAWS + Warhol Quần Nỉ,UNIQLO,391000.0,UNIQLO,8.0,4.88,0.0,Quần,VND,0
KAWS + Warhol Áo Khoác Coach,UNIQLO,784000.0,UNIQLO,13.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Dạ | Caro,UNIQLO,489000.0,UNIQLO,5.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Dạ | Caro,UNIQLO,489000.0,UNIQLO,4.0,4.75,0.0,Áo,VND,0
Áo Sơ Mi Vải Dạ | Caro,UNIQLO,489000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Quần Parachute Túi Hộp | Vải Denim,UNIQLO,489000.0,UNIQLO,9.0,5.0,0.0,Quần,VND,0
Quần Dài Xếp Ly Ống Rộng,UNIQLO,489000.0,UNIQLO,45.0,5.0,0.0,Quần,VND,0
Quần Vải Gân Dáng Rộng,UNIQLO,391000.0,UNIQLO,35.0,4.97,0.0,Quần,VND,0
Quần Ống Rộng Xếp Ly | Vải Denim,UNIQLO,489000.0,UNIQLO,17.0,4.88,0.0,Quần,VND,0
Quần Dài Parachute Túi Hộp (Cargo),UNIQLO,489000.0,UNIQLO,169.0,4.92,0.0,Quần,VND,0
Quần Nỉ Dry | Kẻ Sọc,UNIQLO,391000.0,UNIQLO,7.0,4.86,0.0,Quần,VND,0
Quần Nỉ Dry,UNIQLO,391000.0,UNIQLO,10.0,5.0,0.0,Quần,VND,0
Quần Jeans Dáng Rộng | Kéo Khóa,UNIQLO,489000.0,UNIQLO,98.0,4.94,0.0,Quần,VND,0
Quần Jeans Dáng Rộng | Lưng Thun | Vải Denim,UNIQLO,489000.0,UNIQLO,7.0,4.86,0.0,Quần,VND,0
Quần Jogger Dáng Relax,UNIQLO,391000.0,UNIQLO,21.0,5.0,0.0,Quần,VND,0
AIRism Quần Jogger Siêu Co Giãn,UNIQLO,391000.0,UNIQLO,81.0,4.98,0.0,Quần,VND,0
Quần Váy Dáng Mini | Caro,UNIQLO,489000.0,UNIQLO,16.0,4.94,0.0,Quần,VND,0
Quần Váy Dáng Mini | Caro,UNIQLO,489000.0,UNIQLO,21.0,5.0,0.0,Quần,VND,0
Quần Váy Mini,UNIQLO,391000.0,UNIQLO,33.0,4.88,0.0,Quần,VND,0
Quần Váy Mini,UNIQLO,391000.0,UNIQLO,16.0,4.94,0.0,Quần,VND,0
Quần Váy Dry Vải Nỉ,UNIQLO,391000.0,UNIQLO,162.0,4.98,0.0,Quần,VND,0
Quần Short Gear,UNIQLO,293000.0,UNIQLO,50.0,4.9,0.0,Quần,VND,0
Quần Easy Shorts | Họa Tiết,UNIQLO,293000.0,UNIQLO,7.0,4.86,0.0,Quần,VND,0
Quần Easy Short,UNIQLO,293000.0,UNIQLO,109.0,4.86,0.0,Quần,VND,0
Quần Shorts Vải Denim | Damaged,UNIQLO,293000.0,UNIQLO,25.0,4.92,0.0,Quần,VND,0
Quần Easy Short Nhiều Màu,UNIQLO,293000.0,UNIQLO,54.0,4.89,0.0,Quần,VND,0
Quần Short Vải Denim,UNIQLO,293000.0,UNIQLO,45.0,4.89,0.0,Quần,VND,0
Đầm Hai Dây,UNIQLO,489000.0,UNIQLO,7.0,5.0,0.0,Đầm,VND,0
Đầm Kiểu Kết Hợp,UNIQLO,489000.0,UNIQLO,1.0,5.0,0.0,Đầm,VND,0
Đầm Kẻ Caro,UNIQLO,489000.0,UNIQLO,6.0,4.67,0.0,Đầm,VND,0
AIRism Áo Ba Lỗ Vải Mắt Lưới,UNIQLO,146000.0,UNIQLO,32.0,5.0,0.0,Áo,VND,0
AIRism Áo Hai Dây Vải Pha Cotton | Họa Tiết,UNIQLO,146000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
AIRism Áo Hai Dây Cotton Pha,UNIQLO,146000.0,UNIQLO,24.0,4.79,0.0,Áo,VND,0
AIRism Quần Lót Boxer Brief | 3 Chiếc,UNIQLO,244000.0,UNIQLO,5.0,5.0,0.0,Quần,VND,0
AIRism Áo Bra,UNIQLO,391000.0,UNIQLO,302.0,4.92,0.0,Áo,VND,0
AIRism Quần Lót Boxer Không Đường May | 3 Chiếc,UNIQLO,244000.0,UNIQLO,23.0,4.78,0.0,Quần,VND,0
HEATTECH Extra Warm Cotton Áo Giữ Nhiệt | Cổ Tròn,UNIQLO,293000.0,UNIQLO,20.0,4.9,0.0,Áo,VND,0
HEATTECH Extra Warm Cotton Quần Leggings Giữ Nhiệt,UNIQLO,293000.0,UNIQLO,12.0,4.75,0.0,Quần,VND,0
HEATTECH Ultra Warm Quần Legging Giữ Nhiệt,UNIQLO,391000.0,UNIQLO,24.0,4.83,0.0,Quần,VND,0
HEATTECH Ultra Warm Áo Giữ Nhiệt | Cổ Tròn,UNIQLO,391000.0,UNIQLO,52.0,4.88,0.0,Áo,VND,0
Quần Lót Vải Cotton Co Giãn | 3 Chiếc,UNIQLO,244000.0,UNIQLO,7.0,4.86,0.0,Quần,VND,0
Quần Lót Boxer Brief | 3 Chiếc,UNIQLO,244000.0,UNIQLO,11.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief | 3 Chiếc,UNIQLO,244000.0,UNIQLO,21.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief | 3 Chiếc | Kẻ Sọc,UNIQLO,244000.0,UNIQLO,41.0,4.88,0.0,Quần,VND,0
Quần Lót Boxer Brief | 3 Chiếc | Kẻ Sọc,UNIQLO,244000.0,UNIQLO,24.0,4.88,0.0,Quần,VND,0
Quần Lót Boxer Brief | 3 Chiếc,UNIQLO,244000.0,UNIQLO,48.0,4.9,0.0,Quần,VND,0
Quần Lót | 3 Chiếc,UNIQLO,244000.0,UNIQLO,4.0,5.0,0.0,Quần,VND,0
Quần Lót | 3 Chiếc,UNIQLO,244000.0,UNIQLO,15.0,4.87,0.0,Quần,VND,0
Tất Cổ Ngắn | 3 Đôi,UNIQLO,146000.0,UNIQLO,6.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi | Kẻ Sọc,UNIQLO,146000.0,UNIQLO,1.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi | Vải Mắt Lưới,UNIQLO,146000.0,UNIQLO,2.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi | Nâng Đỡ,UNIQLO,146000.0,UNIQLO,3.0,3.67,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi,UNIQLO,146000.0,UNIQLO,10.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi,UNIQLO,146000.0,UNIQLO,19.0,4.79,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi | Reflect,UNIQLO,146000.0,UNIQLO,6.0,4.67,0.0,Tất,VND,0
HEATTECH Găng Tay Len Giữ Nhiệt,UNIQLO,244000.0,UNIQLO,1.0,5.0,0.0,Găng Tay,VND,0
HEATTECH Mũ Len Giữ Nhiệt | Vặn Thừng,UNIQLO,244000.0,UNIQLO,5.0,5.0,0.0,Nón/Mũ,VND,0
HEATTECH Mũ Len Giữ Nhiệt,UNIQLO,244000.0,UNIQLO,1.0,4.0,0.0,Nón/Mũ,VND,0
Đồ Liền Mảnh | Vải Gân | Kẻ Sọc,UNIQLO,293000.0,UNIQLO,10.0,5.0,0.0,Khác,VND,0
Đồ Liền Mảnh | Vải Gân,UNIQLO,293000.0,UNIQLO,3.0,5.0,0.0,Khác,VND,0
Lisa Larson Bộ Bodysuit,UNIQLO,146000.0,UNIQLO,2.0,5.0,0.0,Bộ,VND,0
Lisa Larson Bộ Bodysuit,UNIQLO,146000.0,UNIQLO,1.0,5.0,0.0,Bộ,VND,0
Bộ Bodysuit | Pointelle,UNIQLO,146000.0,UNIQLO,1.0,5.0,0.0,Bộ,VND,0
Bộ Bodysuit | Pointelle,UNIQLO,146000.0,UNIQLO,2.0,5.0,0.0,Bộ,VND,0
Bộ Bodysuit | Kẻ Sọc,UNIQLO,146000.0,UNIQLO,6.0,5.0,0.0,Bộ,VND,0
Bộ Bodysuit | Họa Tiết,UNIQLO,146000.0,UNIQLO,4.0,4.5,0.0,Bộ,VND,0
Tất | 3 Đôi,UNIQLO,146000.0,UNIQLO,11.0,4.91,0.0,Tất,VND,0
Tất Cổ Ngắn | 3 Đôi,UNIQLO,146000.0,UNIQLO,3.0,5.0,0.0,Tất,VND,0
Áo Gi Lê Lót Lông Giả Lông Cừu,UNIQLO,391000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Áo Khoác Giả Lông Cừu Loại Dày Khóa Kéo,UNIQLO,489000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
AIRism Áo Hoodie Chống Tia UV Vải Mắt Lưới (Chống Nắng),UNIQLO,391000.0,UNIQLO,9.0,4.89,0.0,Áo,VND,0
PUFFTECH Áo Khoác Chần Bông Kéo Khóa Có Thể Giặt Máy,UNIQLO,784000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Thun Cổ Tròn,UNIQLO,244000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Thun Cổ Tròn | Frill,UNIQLO,244000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Thun Cổ Tròn | Kẻ Sọc,UNIQLO,244000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
HEATTECH Áo Giữ Nhiệt | Cổ Rộng,UNIQLO,195000.0,UNIQLO,33.0,4.88,0.0,Áo,VND,0
Áo Ba Lỗ Vải Cotton Mắt Lưới | 2 Chiếc,UNIQLO,195000.0,UNIQLO,31.0,4.9,0.0,Áo,VND,0
Áo Thun Dry Nhiều Màu | In Họa Tiết,UNIQLO,195000.0,UNIQLO,13.0,4.92,0.0,Áo,VND,0
Áo Thun Dry Nhiều Màu | Kẻ Sọc,UNIQLO,195000.0,UNIQLO,14.0,4.64,0.0,Áo,VND,0
Áo Thun Cổ Tròn Vải Dry,UNIQLO,195000.0,UNIQLO,19.0,4.95,0.0,Áo,VND,0
Áo Thun Cổ Tròn Vải Dry | Họa Tiết,UNIQLO,195000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Áo Ba Lỗ Vải Cotton Mắt Lưới | 2 Chiếc,UNIQLO,195000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Lisa Larson Bộ Pyjama,UNIQLO,391000.0,UNIQLO,1.0,5.0,0.0,Bộ,VND,0
Lisa Larson Bộ Pyjama,UNIQLO,391000.0,UNIQLO,2.0,5.0,0.0,Bộ,VND,0
Sesame Street Bộ Pyjama Vải Dry,UNIQLO,391000.0,UNIQLO,1.0,5.0,0.0,Bộ,VND,0
Sesame Street Bộ Pyjama Vải Dry,UNIQLO,391000.0,UNIQLO,2.0,5.0,0.0,Bộ,VND,0
Quần Leggings Giả Lông Cừu | Họa Tiết,UNIQLO,195000.0,UNIQLO,4.0,5.0,0.0,Quần,VND,0
Quần Legging Giả Lông Cừu,UNIQLO,195000.0,UNIQLO,13.0,4.92,0.0,Quần,VND,0
Quần Leggings | Dáng Relax | Họa Tiết,UNIQLO,146000.0,UNIQLO,15.0,5.0,0.0,Quần,VND,0
Quần Leggings | Dáng Relax | Vải Denim-like,UNIQLO,146000.0,UNIQLO,3.0,4.67,0.0,Quần,VND,0
Quần Leggings | Vải Gân | Họa Tiết,UNIQLO,146000.0,UNIQLO,4.0,5.0,0.0,Quần,VND,0
Quần Leggings | Vải Waffle,UNIQLO,146000.0,UNIQLO,17.0,5.0,0.0,Quần,VND,0
Quần Leggings | Vải Nhung,UNIQLO,146000.0,UNIQLO,14.0,4.64,0.0,Quần,VND,0
Quần Leggings | Vải Gân,UNIQLO,146000.0,UNIQLO,37.0,4.92,0.0,Quần,VND,0
Quần Leggings | Dáng Relax | Vải Denim-like,UNIQLO,146000.0,UNIQLO,54.0,4.89,0.0,Quần,VND,0
Quần Leggings | Vải Denim-like,UNIQLO,146000.0,UNIQLO,138.0,4.89,0.0,Quần,VND,0
Quần Legging,UNIQLO,146000.0,UNIQLO,50.0,4.98,0.0,Quần,VND,0
Quần Leggings Lửng | Dáng Relax | Họa Tiết,UNIQLO,146000.0,UNIQLO,4.0,5.0,0.0,Quần,VND,0
Quần Leggings Lửng | Dáng Relax | AIRism,UNIQLO,146000.0,UNIQLO,18.0,4.94,0.0,Quần,VND,0
Quần Leggings Lửng | Dáng Relax,UNIQLO,146000.0,UNIQLO,29.0,4.83,0.0,Quần,VND,0
Quần Leggings Lửng | Vải Denim-like,UNIQLO,146000.0,UNIQLO,54.0,4.81,0.0,Quần,VND,0
Quần Easy Shorts | Denim,UNIQLO,244000.0,UNIQLO,3.0,4.67,0.0,Quần,VND,0
Quần Easy Shorts,UNIQLO,244000.0,UNIQLO,8.0,5.0,0.0,Quần,VND,0
Bộ Pyjama Vải Dry,UNIQLO,391000.0,UNIQLO,3.0,5.0,0.0,Bộ,VND,0
Bộ Pyjama Vải Dry,UNIQLO,391000.0,UNIQLO,12.0,4.92,0.0,Bộ,VND,0
AIRism Áo Thun Vải Cotton,UNIQLO,391000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Polo Vải Len Dệt 3D,UNIQLO,588000.0,UNIQLO,106.0,4.81,0.0,Áo,VND,0
DRY-EX Áo Thun | Mapping,UNIQLO,391000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Dạ | Caro,UNIQLO,588000.0,UNIQLO,5.0,4.8,0.0,Áo,VND,0
ÁO SƠ-MI VẢI DẠ,UNIQLO,588000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
ÁO SƠ-MI VẢI DẠ,UNIQLO,588000.0,UNIQLO,2.0,4.0,0.0,Áo,VND,0
AIRism Áo Thun Vải Cotton | Kẻ Sọc,UNIQLO,293000.0,UNIQLO,1.0,4.0,0.0,Áo,VND,0
AIRism Áo Thun Vải Cotton,UNIQLO,293000.0,UNIQLO,1.0,4.0,0.0,Áo,VND,0
Foil Mandala Graphic Tee,adidas,500000.0,adidas,8.0,4.5,0.0,Khác,VND,0
FARM Rio Print Relaxed Lightweight Windbreaker,adidas,1300000.0,adidas,43.0,4.8,0.0,Khác,VND,0
Adilette Comfort Slides,adidas,600000.0,adidas,84.0,4.8,0.0,Khác,VND,0
Santiago Lunch Bag,adidas,500000.0,adidas,51.0,5.0,0.0,Túi,VND,0
Club Tennis 3-Stripes Tee,adidas,800000.0,adidas,39.0,4.8,0.0,Khác,VND,0
Cloudfoam Pure 2.0  Shoes,adidas,1400000.0,adidas,594.0,4.4,0.0,Giày,VND,-1
Adilette Comfort Slides,adidas,700000.0,adidas,3812.0,4.7,0.0,Khác,VND,-1
Designed to Move High-Rise Sport Zebra 7/8 Tights,adidas,900000.0,adidas,20.0,3.7,0.0,Quần,VND,0
Cushioned X Mid-Crew Socks 3 Pairs,adidas,375000.0,adidas,5.0,5.0,0.0,Tất,VND,0
Originals Flex Shoes,adidas,1400000.0,adidas,41.0,4.5,0.0,Giày,VND,0
adidas Sportswear Future Icons Logo Graphic Pants,adidas,1100000.0,adidas,44.0,4.7,0.0,Quần,VND,0
Supernova+ Shoes,adidas,1800000.0,adidas,151.0,4.3,0.0,Giày,VND,0
Puremotion Shoes,adidas,1200000.0,adidas,18.0,4.9,0.0,Giày,VND,0
Nizza Platform Shoes,adidas,1150000.0,adidas,1599.0,4.7,0.0,Giày,VND,-1
AEROREADY Designed to Move Sport Motion Logo Tee,adidas,525000.0,adidas,46.0,4.5,0.0,Khác,VND,0
ZX 2K Shoes,adidas,1200000.0,adidas,27.0,4.9,0.0,Giày,VND,0
adidas Z.N.E. Sportswear Pants,adidas,1500000.0,adidas,30.0,4.8,0.0,Quần,VND,0
Indicator Jacket,adidas,1000000.0,adidas,4.0,4.8,0.0,Khác,VND,0
Classic 3-Stripes Swimsuit,adidas,1000000.0,adidas,35.0,4.5,0.0,Khác,VND,0
Crew Sweatshirt,adidas,1400000.0,adidas,1.0,5.0,0.0,Áo,VND,0
Vintage Airliner Luxe Shopper Bag,adidas,1025000.0,adidas,132.0,4.7,0.0,Túi,VND,0
HEAT.RDY Running Tank Top,adidas,1025000.0,adidas,9.0,4.8,0.0,Khác,VND,0
Air Jordan 1 Zoom CMFT,Nike,3750000.0,Nike,120.0,4.8,0.0,Khác,VND,-1
Karlie Kloss Bikini Top,adidas,875000.0,adidas,4.0,4.8,0.0,Khác,VND,0
Jacquard Trefoil Crew Socks 2 Pairs,adidas,300000.0,adidas,9.0,5.0,0.0,Tất,VND,0
Nike Offline Pack,Nike,2324250.0,Nike,5.0,4.8,0.0,Khác,VND,-1
Superstar Shoes,adidas,1800000.0,adidas,1866.0,4.8,0.0,Giày,VND,-1
Runfalcon 2.0 Shoes,adidas,900000.0,adidas,451.0,4.6,0.0,Giày,VND,0
Brand Love Repeat Logo High-Waist Woven Pants,adidas,900000.0,adidas,16.0,4.3,0.0,Quần,VND,0
Solid Swim Shorts,adidas,500000.0,adidas,70.0,4.6,0.0,Khác,VND,0
Graphic Tee and Shorts Set,adidas,650000.0,adidas,1.0,5.0,0.0,Bộ,VND,0
X9000L4 Shoes,adidas,2450000.0,adidas,21.0,4.5,0.0,Giày,VND,-1
ZX 2K Boost 2.0 Shoes,adidas,2625000.0,adidas,58.0,4.7,0.0,Giày,VND,-1
X Ghosted.3 Laceless Firm Ground Cleats,adidas,2000000.0,adidas,281.0,4.4,0.0,Khác,VND,-1
Grand Court SE Shoes,adidas,1300000.0,adidas,165.0,4.8,0.0,Giày,VND,0
Racer TR21 Shoes,adidas,1500000.0,adidas,377.0,4.6,0.0,Giày,VND,-1
Kaptir Super Shoes,adidas,1800000.0,adidas,319.0,4.2,0.0,Giày,VND,-1
Adicolor Essentials Trefoil Swim Shorts,adidas,700000.0,adidas,23.0,4.8,0.0,Khác,VND,0
Badge of Sport Classic Tee (Plus size),adidas,500000.0,adidas,27.0,4.3,0.0,Khác,VND,0
Essentials Loose Logo Tank Top,adidas,500000.0,adidas,116.0,4.8,0.0,Khác,VND,0
Brand Love Slanted Logo Boyfriend Tee,adidas,575000.0,adidas,7.0,4.6,0.0,Khác,VND,0
Response Super 2.0 Shoes,adidas,2025000.0,adidas,94.0,4.5,0.0,Giày,VND,0
Stretch Cotton Trunk Briefs 3 Pairs,adidas,525000.0,adidas,9.0,4.4,0.0,Khác,VND,0
Retrorun Shoes,adidas,1300000.0,adidas,762.0,4.5,0.0,Giày,VND,-1
Hamburg Shoes,adidas,1400000.0,adidas,29.0,4.8,0.0,Giày,VND,0
AEROREADY Designed to Move Sport Motion Logo Hoodie,adidas,1300000.0,adidas,89.0,4.8,0.0,Khác,VND,0
Own the Run Long Sleeve Tee,adidas,900000.0,adidas,350.0,4.7,0.0,Khác,VND,0
ZX 2K Boost Shoes,adidas,2625000.0,adidas,2540.0,4.7,0.0,Giày,VND,-1
